       starname             bjd              rv           rverr            fwhm             bis          biserr              sh           sherr             qsh             tel 
       HD208897   2456181.41970       -42.40830        20.31800             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456473.55194       -54.64660        13.17720             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456473.57450       -45.62550        15.65310             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456483.44541       -34.15760        18.50640             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456483.46797       -53.15370        16.19690             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456591.25732        -0.59680        19.66550             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456591.27985         6.00650        18.26810             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456826.49613       -31.63070        15.96420             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456826.51867       -27.79640        14.25530             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456877.43245         0.00000        17.00120             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456877.45501       -29.91920        15.20750             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456915.08479        -9.10664         3.25217         9.21274       109.87545         6.11533             nan             nan             nan         HIDESF1 
       HD208897   2456964.99969        14.90054         3.72108         9.31260       106.32287         5.34018             nan             nan             nan         HIDESF1 
       HD208897   2456967.25788        25.43240        20.72840             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456967.28043        11.58890        21.17230             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2456967.30298        31.01840        19.62350             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457003.95800        20.83747         4.08666         9.33012        86.35884         6.30374             nan             nan             nan         HIDESF1 
       HD208897   2457159.51955       -47.00970        19.62380             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457159.54205       -28.51900        18.96730             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457174.26960       -23.83389         3.36648         9.33753        96.56602         5.78114             nan             nan             nan         HIDESF1 
       HD208897   2457219.40794       -37.27480        23.44930             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457219.43044       -21.49680        33.35470             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457235.07821       -26.10047         3.35920         9.25668       117.85841         5.57270             nan             nan             nan         HIDESF1 
       HD208897   2457238.48844        24.57430        25.94950             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457262.13762       -15.44457         3.17571         9.29040       110.80102         4.67229             nan             nan             nan         HIDESF1 
       HD208897   2457265.27661       -27.79970        22.94230             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457265.29911       -14.54960        23.76450             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457265.32161       -37.12560        24.64460             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457265.40450         0.66990        23.52920             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457271.36935       -34.61440        16.35380             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457271.39185        -5.88080        18.35210             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457273.32616         8.34320        12.54270             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457273.34866        27.83370        18.30490             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457284.09056        -0.36263         3.08946         9.33898       114.74049         3.93479             nan             nan             nan         HIDESF1 
       HD208897   2457284.20210         2.20078         3.09942         9.30392        92.33991         4.14525             nan             nan             nan         HIDESF1 
       HD208897   2457299.33026        41.29220        22.36960             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457299.35277        37.07710        22.07260             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457307.04974         9.85968         2.97273         9.30014       107.87696         3.99164             nan             nan             nan         HIDESF1 
       HD208897   2457309.09047         9.02479         4.03203         9.28898       121.24666         5.96722             nan             nan             nan         HIDESF1 
       HD208897   2457332.23936        31.36930        18.82590             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457332.26186        -3.67710        20.21210             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457347.35361        51.80330        18.60350             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457351.22947        -6.17050        47.98750             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457370.24002        63.76430        31.19660             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457370.26252        62.26750        21.37880             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457372.86248        21.89957         3.97273         9.25477       113.60171         6.34016             nan             nan             nan         HIDESF1 
       HD208897   2457403.87979        16.50086         3.58371         9.34123       106.90329         4.32221             nan             nan             nan         HIDESF1 
       HD208897   2457423.89012        25.80242         9.48299             nan             nan             nan             nan             nan             nan         HIDESF1 
       HD208897   2457475.33414        -8.19680         3.58946         9.33630        99.72561         6.77387             nan             nan             nan         HIDESF1 
       HD208897   2457476.34130       -22.13586         3.27666         9.26793       118.58228         5.29637             nan             nan             nan         HIDESF1 
       HD208897   2457539.50055       -27.02040        16.80780             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457539.52304       -10.17890        15.24890             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457542.29470       -26.88573         3.29901         9.26747       117.54079         5.80238             nan             nan             nan         HIDESF1 
       HD208897   2457547.47298        24.61850        21.99950             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457547.49548       -11.09290        19.96940             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457579.41323        -8.05520        14.83530             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457581.39576       -39.27850        20.47450             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457581.41828       -39.53520        22.82950             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457592.10450       -19.17864         3.16262         9.26734       110.22196         4.86416             nan             nan             nan         HIDESF1 
       HD208897   2457597.17801       -19.12419         3.80114         9.25774       111.68803         4.56601             nan             nan             nan         HIDESF1 
       HD208897   2457599.13811       -26.06702         3.33985         9.26201       135.42905         4.66196             nan             nan             nan         HIDESF1 
       HD208897   2457625.21646        -4.75711         3.15321         9.28510       108.05324         3.97918             nan             nan             nan         HIDESF1 
       HD208897   2457647.37474         7.79840        18.07510             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457647.39724        18.47860        17.21880             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457651.44143        35.02870        24.36750             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457651.46394         8.78870        15.99780             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457655.00139        14.65270         3.83407         9.27609       106.89245         4.03561             nan             nan             nan         HIDESF1 
       HD208897   2457656.32711       -17.16840        19.98290             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457656.34963        31.72950        17.66310             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457666.97960        15.70396         3.08568         9.27209       114.89298         3.41958             nan             nan             nan         HIDESF1 
       HD208897   2457676.95567        15.91540         3.98018         9.27515       130.69526         5.37574             nan             nan             nan         HIDESF1 
       HD208897   2457677.26922        25.59700        17.77080             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457677.29173        36.30760        14.26220             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457678.27694        45.76890        11.06380             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457678.29945        48.91720        14.05350             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457685.36032        83.15650        21.53420             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457685.38282        10.16280        22.44030             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457688.95331        24.90370         4.17571         9.28787       113.45074         6.18314             nan             nan             nan         HIDESF1 
       HD208897   2457732.19141        61.17000        19.73820             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457732.21392        47.91610        15.70020             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457732.24071        49.33610        19.38410             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457738.20225        37.32190        21.20460             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457738.22476        28.83590        18.06100             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457776.18464        73.08200        24.99470             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457776.20714        40.71460        19.16210             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457900.27219       -26.95639         3.32017         9.28860       115.37513         5.06663             nan             nan             nan         HIDESF1 
       HD208897   2457923.17315       -26.58782         3.24634         9.28873       131.07734         5.15615             nan             nan             nan         HIDESF1 
       HD208897   2457944.52258       -10.00370        14.54920             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457944.54508       -23.57620        17.00290             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2457949.10064       -22.66555         3.69509         9.34415        89.57938         4.06462             nan             nan             nan         HIDESF1 
       HD208897   2458006.37896        16.08090        13.88510             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2458006.40147         3.70640        15.44640             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2458006.42398        22.75890        16.46950             nan             nan             nan             nan             nan             nan             TUG 
       HD208897   2458022.16561        19.58888         3.42255         9.30539       109.73160         5.18034             nan             nan             nan         HIDESF1 
       HD208897   2458029.95987        24.15605         4.22036         9.29171       125.66293         8.14670             nan             nan             nan         HIDESF1 
       HD208897   2458056.98828        23.65951         3.50632         9.29840       119.11901         6.58107             nan             nan             nan         HIDESF1 
       HD208897   2458089.95873        31.98043         3.42293         9.29259       112.60948         7.03126             nan             nan             nan         HIDESF1 
       HD208897   2458477.92755        20.89354         3.72961         9.61565        99.61977         4.74527             nan             nan             nan         HIDESF2 
       HD208897   2458577.33564       -40.33449         4.73175         9.59030        55.87568         5.92089             nan             nan             nan         HIDESF2 
       HD208897   2458582.32727       -29.66178         8.35694         9.65935       115.87539        17.88428             nan             nan             nan         HIDESF2 
       HD208897   2458605.28928       -45.65209         6.12588         9.56689        92.68304         9.93213             nan             nan             nan         HIDESF2 
       HD208897   2458652.24817       -30.44924         6.46579             nan             nan             nan             nan             nan             nan         HIDESF2 
       HD208897   2458721.03245        -3.78565         4.93811         9.56839        71.97226         6.71394             nan             nan             nan         HIDESF2 
       HD208897   2458732.96921        23.54176         6.41807         9.56669        59.12365         4.59379             nan             nan             nan         HIDESF2 
       HD208897   2458797.05251        34.38980         5.02969         9.57351        85.88828         5.16675             nan             nan             nan         HIDESF2 
       HD208897   2458824.92572        17.99288         5.53268         9.39439        79.31130         8.12116             nan             nan             nan         HIDESF2 
       HD208897   2458826.91586        22.91967         3.52078         9.40902        79.89153         4.86671             nan             nan             nan         HIDESF2 
       HD208897   2458947.32356       -32.28606         7.47946         9.39653        32.78204        12.73336             nan             nan             nan         HIDESF2 
       HD208897   2459003.20638       -18.98828         6.32143         9.36412        62.55788         2.33092             nan             nan             nan         HIDESF2 
       HD208897   2459081.03638       -12.70555         5.13206         9.37125       107.97828         7.76295             nan             nan             nan         HIDESF2 
       HD208897   2459125.05048        35.74966         4.12931         9.32217        87.06264         5.68312             nan             nan             nan         HIDESF2 
       HD208897   2459183.03036        31.01878         4.11574         9.29471        60.03122         4.57221             nan             nan             nan         HIDESF2 
       HD208897   2459192.88424        23.61623         3.40443         9.35342        75.58947         3.98040             nan             nan             nan         HIDESF2 
       HD208897   2459330.32495       -36.63817         9.21725         9.34692        28.71139         8.52497             nan             nan             nan         HIDESF2 
       HD210702   2453215.08884        38.11448         3.73821             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2453307.00214       -23.10618         3.41949             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2453362.91206        -6.37256         3.47169             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2453608.23791        14.33911         3.93184             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2453661.15511       -14.95708         4.74417             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2453695.02656        -6.68039         3.69936             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2453726.91519        -1.79907         3.93174             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2453887.29833        45.82660         4.71363             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2453962.23380         6.67542         3.65207             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2453974.13566       -10.65790         3.76866             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2454018.06367       -31.50606         3.86991             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2454051.04353       -25.65113         4.27937             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2454088.91543        -5.90747         2.83567             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2454107.92237         5.99554         6.43166             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2454258.28457        47.24536         3.99390             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2454305.16872        10.57596         3.56295             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2454338.14194        -4.45179         4.04596             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2454350.11735       -10.79611         4.07701             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2454378.17947       -20.96799         4.91105             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2454416.00622       -19.17753         3.34615             nan             nan             nan             nan             nan             nan          HIDESS 
       HD210702   2454460.96689        11.38119         3.39310         8.94194       200.59113         7.38650         0.13937         0.04072         1.00000          HIDESS 
       HD210702   2454589.29477        51.78057         3.61423         8.95199        77.84599         5.64187         0.13998         0.03455         1.00000          HIDESS 
       HD210702   2454673.26033        -3.87076         3.34721         8.93293       160.84585         4.86975         0.14860         0.01605         1.00000          HIDESS 
       HD210702   2454702.28004       -15.88296         6.17898         8.90670       165.92633        17.20278         0.15936         0.08046         1.00000          HIDESS 
       HD210702   2454756.09782       -17.87130         3.54564         8.85321       197.87365         6.37805         0.12586         0.02413         1.00000          HIDESS 
       HD210702   2454795.97920        -1.82806         4.11848         8.94826       161.19340         8.25279         0.15098         0.02797         1.00000          HIDESS 
       HD210702   2454817.97259        18.65411         3.74775         8.90555       155.04999         6.70418         0.15319         0.03105         1.00000          HIDESS 
       HD210702   2454983.27138        42.89056         4.37290         8.97536       131.86413        10.40092         0.94455         0.11377         0.00000          HIDESS 
       HD210702   2455108.06814       -13.63696         3.77260         8.90239       142.71736         6.14326         0.13437         0.01660         1.00000          HIDESS 
       HD210702   2455132.06011       -13.54348         3.91938         8.88586       161.67575         5.35863         0.12684         0.02041         1.00000          HIDESS 
       HD210702   2455159.05593         6.30274         3.15507         8.87817       196.19146         7.15984         0.10615         0.03505         1.00000          HIDESS 
       HD210702   2455185.87512        22.24058         3.22469         8.88254       141.15389         4.33875         0.15249         0.01743         1.00000          HIDESS 
       HD210702   2455399.17018       -11.81710         3.77652         8.80974       135.73336         3.53937         0.15204         0.01311         1.00000          HIDESS 
       HD210702   2455436.27666       -20.20981         3.87149         8.91869       151.47243         4.79913         0.15325         0.02098         1.00000          HIDESS 
       HD210702   2455503.01203        -7.80575         3.43989         8.85391       176.63343         6.02274         0.13688         0.01921         1.00000          HIDESS 
       HD210702   2455855.08189       -13.12097         4.35255         8.86941       148.32531         5.81779         0.13965         0.02408         1.00000          HIDESS 
       HD210702   2456553.03457       -21.95224         2.80401         9.27245       111.44694         4.58033             nan             nan             nan         HIDESF1 
       HD210702   2456609.04802        -0.46472         3.10120         9.23551       101.86887         5.70033             nan             nan             nan         HIDESF1 
       HD210702   2456859.22715       -27.75922         4.17265         9.29966       120.72421         9.48846             nan             nan             nan         HIDESF1 
       HD210702   2457004.89223        30.06108         2.80583         9.23926       104.26744         5.85024             nan             nan             nan         HIDESF1 
       HD210702   2457046.89559        49.11785         5.22135         8.89732       143.45067        11.17339         0.11482         0.05131         1.00000          HIDESS 
       HD210702   2457172.26217        -6.76940         3.42166         9.26789        68.77034         5.73977             nan             nan             nan         HIDESF1 
       HD210702   2457235.09725       -20.99225         3.12301         9.24169       110.66012         4.71812             nan             nan             nan         HIDESF1 
       HD210702   2457262.05839       -22.18407         3.31372         9.24711       114.58323         5.76508             nan             nan             nan         HIDESF1 
       HD210702   2457284.04866       -12.87762         2.95788         9.26756       123.39245         5.01505             nan             nan             nan         HIDESF1 
       HD210702   2457305.13067         4.18556         3.38878         9.25287       110.33544         6.02621             nan             nan             nan         HIDESF1 
       HD210702   2457401.89335        40.58711         2.96186         9.23412       113.47555         7.02965             nan             nan             nan         HIDESF1 
       HD210702   2457523.30551        -5.36879         3.57636         9.27127       122.30121         7.95208             nan             nan             nan         HIDESF1 
       HD210702   2457630.11107       -21.41079         2.84698         9.25466       140.80479         5.61546             nan             nan             nan         HIDESF1 
       HD210702   2457756.94313        35.47052         3.51215         9.26596       116.97559         9.12270             nan             nan             nan         HIDESF1 
       HD210702   2457952.17388       -15.46304         4.15274         9.26776        72.46928         5.63008             nan             nan             nan         HIDESF1 
       HD210702   2458085.02191        41.12716         3.12976         9.28242       114.41740         6.55628             nan             nan             nan         HIDESF1 
       HD210702   2458477.93852         8.82142         3.07149         9.56162        90.52312         5.50166             nan             nan             nan         HIDESF2 
       HD210702   2458655.15522       -27.35088         4.21677         9.55986        67.60573         5.25595             nan             nan             nan         HIDESF2 
       HD210702   2458825.95038         7.84761         2.82884         9.25372        78.40457         6.17986             nan             nan             nan         HIDESF2 
       HD210702   2459192.89518         3.72403         2.59501         9.26068        62.88772         4.53536             nan             nan             nan         HIDESF2 
       HD219139   2453025.89180         9.66023         4.50433             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2453245.20394         8.62817         3.74643             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2453332.02525        26.78718         3.41270             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2453582.23427       -23.89754         6.73487             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2453656.19256       -12.55543         3.57333             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2453693.06602         2.89391         3.13326             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2453728.90334        -9.65174         4.74837             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2453743.95951       -17.85647         4.03507             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2453775.89906       -27.13057         4.49176             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2453975.11846         5.01422         8.40826             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2453987.07802        26.37181         4.86637             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2454089.03625        18.03669         4.42975             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2454108.91205         0.85076        10.59169             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2454256.28675       -14.41200         6.20026             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2454338.19321        20.68064         5.22313             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2454380.14474         7.04392         4.50571             nan             nan             nan             nan             nan             nan          HIDESS 
       HD219139   2454677.29422        15.93831         3.63742         9.41584       231.20457         6.70907         0.13708         0.02241         1.00000          HIDESS 
       HD219139   2455135.15069       -41.91292         4.57894         9.44196       220.50657        10.80956         0.13266         0.06464         1.00000          HIDESS 
       HD219139   2455187.96573       -34.97933         4.13769         9.44843       212.57232         8.34309         0.13215         0.03050         1.00000          HIDESS 
       HD219139   2455409.25112        -0.94660         4.31629         9.40431       185.23711         8.62774         0.12065         0.02480         1.00000          HIDESS 
       HD219139   2455410.14952       -25.21001         3.95668         9.42870       200.93197         5.74558         0.13750         0.02184         1.00000          HIDESS 
       HD219139   2455503.06538       -28.26721         3.94057         9.45051       212.32538         8.06606         0.13146         0.02332         1.00000          HIDESS 
       HD219139   2455851.05775        12.47450         3.32145         9.42353       225.64599         7.29662         0.13844         0.01700         1.00000          HIDESS 
       HD219139   2456507.14529       -13.94982         8.68556         9.47862       174.29839        19.65274         0.22762         0.08870         1.00000          HIDESS 
       HD219139   2456510.22476         4.24803         5.82707             nan             nan             nan         0.13780         0.04823         1.00000          HIDESS 
       HD219139   2456514.16929         8.56314         4.87192         9.78742       147.21655         4.88312             nan             nan             nan         HIDESF1 
       HD219139   2456516.17730        15.21150         5.20586         9.76838       158.43216         7.16567             nan             nan             nan         HIDESF1 
       HD219139   2456534.09067        -8.65330         5.89081         9.81376       166.54748         8.43156             nan             nan             nan         HIDESF1 
       HD219139   2456553.09428       -33.51236         4.74935         9.81251       150.05957         5.88252             nan             nan             nan         HIDESF1 
       HD219139   2456554.03865       -15.91266         4.40906         9.80518       180.13858         5.50939             nan             nan             nan         HIDESF1 
       HD219139   2456576.08560        12.15085         3.98022         9.43275       179.23266         6.73250         0.12480         0.02568         1.00000          HIDESS 
       HD219139   2456578.11608        -6.61493         3.81153         9.43889       223.10832         9.55780         0.12023         0.02291         1.00000          HIDESS 
       HD219139   2456578.95202        11.12007         4.06064         9.45190       170.43917         9.00752         0.12874         0.03414         1.00000          HIDESS 
       HD219139   2456579.05135        -6.13990         3.51123         9.48511       184.62437         7.50293         0.14416         0.02564         1.00000          HIDESS 
       HD219139   2456579.06432        -4.32761         4.13980         9.46640       190.94494         7.22394         0.12958         0.02730         1.00000          HIDESS 
       HD219139   2456579.20916       -11.85286         4.87665         9.45197       219.61880        15.98559         0.32668         0.15843         0.00000          HIDESS 
       HD219139   2456580.12718         7.20879         4.28811         9.41128       190.16708        11.52350         0.13198         0.03890         1.00000          HIDESS 
       HD219139   2456595.14679         1.29159         5.25540         9.82789       159.10198         9.65171             nan             nan             nan         HIDESF1 
       HD219139   2456596.00604         0.58528         4.77335         9.77346       164.68579         7.54730             nan             nan             nan         HIDESF1 
       HD219139   2456604.92179         0.42031         4.40614         9.77745       177.85671         6.57286             nan             nan             nan         HIDESF1 
       HD219139   2456605.00094         3.58603        10.97791             nan             nan             nan             nan             nan             nan         HIDESF1 
       HD219139   2456605.10361         3.80198         4.71492         9.78667       157.13008        10.84085             nan             nan             nan         HIDESF1 
       HD219139   2456605.92234        10.30582         4.25645         9.78446       142.83913         7.12001             nan             nan             nan         HIDESF1 
       HD219139   2456607.03255        21.89685         5.23369         9.78727       150.25517         7.86422             nan             nan             nan         HIDESF1 
       HD219139   2456607.98462         2.87514         4.56204         9.78081       170.39976        10.28808             nan             nan             nan         HIDESF1 
       HD219139   2456608.88814         0.92712         3.56289         9.79575       168.85235         7.25363             nan             nan             nan         HIDESF1 
       HD219139   2456609.08759        -8.61933         4.53534         9.80144       178.60889        10.47892             nan             nan             nan         HIDESF1 
       HD219139   2456609.98789        11.21398         4.04825         9.80090       158.03344         6.89272             nan             nan             nan         HIDESF1 
       HD219139   2456614.97227         6.04494         3.89144         9.77957       150.53906         6.45243             nan             nan             nan         HIDESF1 
       HD219139   2456615.98097        17.94458         3.58500         9.77800       162.29149         6.54657             nan             nan             nan         HIDESF1 
       HD219139   2456616.98310        27.67565         3.39771         9.43885       206.46319         7.14022         0.10531         0.02226         1.00000          HIDESS 
       HD219139   2456617.99800        27.68235         3.38291         9.38102       199.41540         6.02048         0.13757         0.02872         1.00000          HIDESS 
       HD219139   2456619.09546        24.15828         4.86966         9.46077       196.20103        12.64069         0.14714         0.06371         1.00000          HIDESS 
       HD219139   2456624.99761        21.69866         4.06867         9.84744       170.43497         8.34197             nan             nan             nan         HIDESF1 
       HD219139   2456625.96814        19.34584         3.85860         9.81322       164.24635         7.96741             nan             nan             nan         HIDESF1 
       HD219139   2456628.09344        -6.55915         4.52251         9.86026       179.02117        16.39928             nan             nan             nan         HIDESF1 
       HD219139   2456637.90386         8.59482         4.70303         9.78902       182.47888        11.30516             nan             nan             nan         HIDESF1 
       HD219139   2456638.96384        21.58380         3.87950         9.86422       162.66607         6.42528             nan             nan             nan         HIDESF1 
       HD219139   2456648.88761        20.78804         7.35277         9.85751       175.11828        14.32892             nan             nan             nan         HIDESF1 
       HD219139   2456650.87700        22.35558         4.45160         9.80301       177.16373        11.24871             nan             nan             nan         HIDESF1 
       HD219139   2456651.87543        -2.43440         5.19529         9.86163       188.57444        13.34682             nan             nan             nan         HIDESF1 
       HD219139   2456663.97642        -6.95728         4.08101         9.86840       182.70195        10.18458             nan             nan             nan         HIDESF1 
       HD219139   2456666.89871        28.32452         4.23188         9.50554       187.27225        10.21765         0.12320         0.03542         1.00000          HIDESS 
       HD219139   2456671.92027        15.45966         6.92283             nan             nan             nan             nan             nan             nan         HIDESF1 
       HD219139   2456672.92064        22.16732         4.08719         9.90362       161.00525         8.26041             nan             nan             nan         HIDESF1 
       HD219139   2456678.92513        -9.83418         5.26436         9.79358       174.01618        13.65653             nan             nan             nan         HIDESF1 
       HD219139   2456680.92994        28.31688         4.36370         9.89606       178.41865        11.04836             nan             nan             nan         HIDESF1 
       HD219139   2456855.23439       -11.67877         5.05463         9.74360       157.30178         9.72795             nan             nan             nan         HIDESF1 
       HD219139   2456863.20666        17.58494         5.76027         9.77412       141.15691         4.65727             nan             nan             nan         HIDESF1 
       HD219139   2456864.21801        17.62932         5.00779         9.81091       140.24833         6.58790             nan             nan             nan         HIDESF1 
       HD219139   2456889.22270        24.88105         4.47585         9.38251       183.84594         5.41463         0.12155         0.01622         1.00000          HIDESS 
       HD219139   2456891.18027        31.15740         4.22874         9.37862       179.55960         5.60251         0.13977         0.01668         1.00000          HIDESS 
       HD219139   2456908.05941        42.96389         5.18137         9.79138       172.34831         6.80321             nan             nan             nan         HIDESF1 
       HD219139   2456934.00886        14.17489        13.03156             nan             nan             nan             nan             nan             nan         HIDESF1 
       HD219139   2456947.01527        23.50788         4.65758         9.76347       171.26792         6.77369             nan             nan             nan         HIDESF1 
       HD219139   2456948.04594        31.34865         4.80667         9.84178       152.17468         5.90849             nan             nan             nan         HIDESF1 
       HD219139   2456965.06523         8.76028         5.14946         9.79535       162.56565         9.56530             nan             nan             nan         HIDESF1 
       HD219139   2456972.06570         8.53484         3.60455         9.43742       212.02776         9.66072         0.21791         0.03546         1.00000          HIDESS 
       HD219139   2456973.03595        -3.29936         3.95865         9.43744       221.86924         8.03224         0.13821         0.02466         1.00000          HIDESS 
       HD219139   2456990.91827       -11.41461         3.83163         9.82057       169.59184         8.41463             nan             nan             nan         HIDESF1 
       HD219139   2457000.06040        -8.21356         4.62791         9.80923       163.61500        14.16165             nan             nan             nan         HIDESF1 
       HD219139   2457003.91973       -21.36185         4.67782         9.80892       159.83074         8.08999             nan             nan             nan         HIDESF1 
       HD219139   2457005.87719        -9.08355         3.73179         9.79498       164.21390         6.40588             nan             nan             nan         HIDESF1 
       HD219139   2457025.96518       -20.56082         3.21836         9.77371       153.27210         5.73481             nan             nan             nan         HIDESF1 
       HD219139   2457028.89181       -13.48903         3.36710         9.82137       166.46917         6.17962             nan             nan             nan         HIDESF1 
